3001,B,3001,,,,,,916,982000
3001,A,6002,,,,,,,
3003,B,9005,,,,,,,
3004,A,12009,,,,,,,
3006,B,15015,,,,,,,
3008,B,18023,,,,,,,
3014,B,21037,,,,,,,
3018,B,24055,,,,,,,
3023,A,27078,,,,,,,
3024,A,30102,,,,,,,
3024,A,33126,,,,,,,
3027,A,36153,,,,,,,
3035,A,39188,,,,,,,
3040,B,42228,,,,,,,
3043,B,45271,,,,,,,
3046,B,48317,,,,,,,
3047,A,51364,,,,,,,
3050,B,54414,,,,,,,
3051,A,57465,,,,,,,
3062,B,60527,,,,,,,
3064,A,63591,,,,,,,
3068,A,66659,,,,,,,
3080,B,69739,,,,,,,
3081,B,72820,,,,,,,
3081,A,75901,,,,,,,
3095,B,78996,,,,,,,
3107,A,82103,,,,,,,
3109,A,85212,,,,,,,
3110,B,88322,,,,,,,
3110,B,91432,,,,,,,
3116,A,94548,,,,,,,
3118,B,97666,,,,,,,
3123,B,100789,,,,,,,
3124,A,103913,,,,,,,
3134,A,107047,,,,,,,
3137,A,110184,,,,,,,
3142,B,113326,,,,,,,
3151,B,116477,,,,,,,
3157,A,119634,,,,,,,
3161,B,122795,,,,,,,
3162,A,125957,,,,,,,
3162,B,129119,,,,,,,
3179,A,132298,,,,,,,
3179,B,135477,,,,,,,
3180,B,138657,,,,,,,
3180,A,141837,,,,,,,
3181,B,145018,,,,,,,
3200,B,148218,,,,,,,
3201,B,151419,,,,,,,
3203,B,154622,,,,,,,
3204,B,157826,,,,,,,
3204,B,161030,,,,,,,
3213,B,164243,,,,,,,
3222,B,167465,,,,,,,
3226,A,170691,,,,,,,
3227,A,173918,,,,,,,
3228,B,177146,,,,,,,
3230,A,180376,,,,,,,
3231,A,183607,,,,,,,
3232,A,186839,,,,,,,
3234,B,190073,,,,,,,
3254,B,193327,,,,,,,
3254,B,196581,,,,,,,
3257,A,199838,,,,,,,
3263,B,203101,,,,,,,
3267,A,206368,,,,,,,
3268,B,209636,,,,,,,
3268,A,212904,,,,,,,
3268,B,216172,,,,,,,
3269,B,219441,,,,,,,
3269,B,222710,,,,,,,
3280,A,225990,,,,,,,
3282,A,229272,,,,,,,
3282,A,232554,,,,,,,
3282,A,235836,,,,,,,
3286,A,239122,,,,,,,
3287,A,242409,,,,,,,
3289,A,245698,,,,,,,
3303,A,249001,,,,,,,
3304,B,252305,,,,,,,
3312,B,255617,,,,,,,
3312,B,258929,,,,,,,
3315,A,262244,,,,,,,
3319,B,265563,,,,,,,
3324,B,268887,,,,,,,
3325,B,272212,,,,,,,
3326,B,275538,,,,,,,
3329,B,278867,,,,,,,
3331,B,282198,,,,,,,
3331,B,285529,,,,,,,
3344,B,288873,,,,,,,
3345,A,292218,,,,,,,
3352,A,295570,,,,,,,
3363,B,298933,,,,,,,
3363,B,302296,,,,,,,
3395,A,305691,,,,,,,
3396,B,309087,,,,,,,
3397,B,312484,,,,,,,
3402,A,315886,,,,,,,
3403,A,319289,,,,,,,
3403,A,322692,,,,,,,
3406,A,326098,,,,,,,
3410,B,329508,,,,,,,
3412,A,332920,,,,,,,
3422,B,336342,,,,,,,
3422,B,339764,,,,,,,
3444,B,343208,,,,,,,
3446,B,346654,,,,,,,
3449,B,350103,,,,,,,
3453,A,353556,,,,,,,
3456,A,357012,,,,,,,
3457,B,360469,,,,,,,
3463,A,363932,,,,,,,
3472,A,367404,,,,,,,
3481,B,370885,,,,,,,
3486,A,374371,,,,,,,
3488,A,377859,,,,,,,
3496,B,381355,,,,,,,
3499,A,384854,,,,,,,
3508,A,388362,,,,,,,
3509,A,391871,,,,,,,
3513,B,395384,,,,,,,
3516,A,398900,,,,,,,
3516,A,402416,,,,,,,
3518,A,405934,,,,,,,
3537,A,409471,,,,,,,
3542,A,413013,,,,,,,
3544,A,416557,,,,,,,
3547,B,420104,,,,,,,
3552,A,423656,,,,,,,
3557,A,427213,,,,,,,
3561,A,430774,,,,,,,
3567,A,434341,,,,,,,
3567,B,437908,,,,,,,
3571,A,441479,,,,,,,
3571,B,445050,,,,,,,
3578,A,448628,,,,,,,
3580,B,452208,,,,,,,
3597,A,455805,,,,,,,
3598,B,459403,,,,,,,
3602,A,463005,,,,,,,
3607,B,466612,,,,,,,
3607,A,470219,,,,,,,
3611,B,473830,,,,,,,
3621,A,477451,,,,,,,
3622,A,481073,,,,,,,
3639,A,484712,,,,,,,
3641,B,488353,,,,,,,
3651,A,492004,,,,,,,
3656,B,495660,,,,,,,
3659,A,499319,,,,,,,
3672,A,502991,,,,,,,
3675,B,506666,,,,,,,
3678,B,510344,,,,,,,
3678,B,514022,,,,,,,
3680,A,517702,,,,,,,
3690,B,521392,,,,,,,
3692,B,525084,,,,,,,
3693,A,528777,,,,,,,
3696,A,532473,,,,,,,
3707,A,536180,,,,,,,
3707,A,539887,,,,,,,
3716,A,543603,,,,,,,
3717,A,547320,,,,,,,
3729,B,551049,,,,,,,
3730,B,554779,,,,,,,
3734,A,558513,,,,,,,
3735,A,562248,,,,,,,
3739,A,565987,,,,,,,
3739,A,569726,,,,,,,
3743,B,573469,,,,,,,
3744,A,577213,,,,,,,
3745,B,580958,,,,,,,
3754,B,584712,,,,,,,
3756,A,588468,,,,,,,
3766,B,592234,,,,,,,
3767,A,596001,,,,,,,
3774,A,599775,,,,,,,
3776,B,603551,,,,,,,
3791,A,607342,,,,,,,
3796,B,611138,,,,,,,
3799,B,614937,,,,,,,
3805,B,618742,,,,,,,
3816,B,622558,,,,,,,
3818,A,626376,,,,,,,
3818,A,630194,,,,,,,
3823,B,634017,,,,,,,
3823,A,637840,,,,,,,
3835,B,641675,,,,,,,
3836,A,645511,,,,,,,
3839,B,649350,,,,,,,
3844,A,653194,,,,,,,
3847,B,657041,,,,,,,
3852,A,660893,,,,,,,
3855,A,664748,,,,,,,
3868,A,668616,,,,,,,
3874,B,672490,,,,,,,
3877,A,676367,,,,,,,
3884,B,680251,,,,,,,
3886,A,684137,,,,,,,
3887,A,688024,,,,,,,
3892,B,691916,,,,,,,
3896,B,695812,,,,,,,
3903,A,699715,,,,,,,
3904,B,703619,,,,,,,
3908,A,707527,,,,,,,
3914,A,711441,,,,,,,
3916,A,715357,,,,,,,
3920,B,719277,,,,,,,
3921,B,723198,,,,,,,
3928,B,727126,,,,,,,
3935,B,731061,,,,,,,
3936,B,734997,,,,,,,
3936,A,738933,,,,,,,
3956,B,742889,,,,,,,
3960,B,746849,,,,,,,
3962,A,750811,,,,,,,
3969,A,754780,,,,,,,
3980,B,758760,,,,,,,
3987,B,762747,,,,,,,
3989,A,766736,,,,,,,
3992,B,770728,,,,,,,
3992,B,774720,,,,,,,
3996,B,778716,,,,,,,
3997,B,782713,,,,,,,
3997,A,786710,,,,,,,
4006,A,790716,,,,,,,
4006,A,794722,,,,,,,
4014,B,798736,,,,,,,
4016,B,802752,,,,,,,
4020,B,806772,,,,,,,
4022,B,810794,,,,,,,
4027,A,814821,,,,,,,
4029,A,818850,,,,,,,
4035,B,822885,,,,,,,
4037,A,826922,,,,,,,
4054,A,830976,,,,,,,
4325,B,835301,,,,,,,
4318,B,839619,,,,,,,
4058,B,843677,,,,,,,
4306,B,847983,,,,,,,
4069,B,852052,,,,,,,
4070,B,856122,,,,,,,
4311,B,860433,,,,,,,
4304,B,864737,,,,,,,
4086,B,868823,,,,,,,
4300,B,873123,,,,,,,
4088,B,877211,,,,,,,
4291,B,881502,,,,,,,
4290,B,885792,,,,,,,
4090,B,889882,,,,,,,
4268,B,894150,,,,,,,
4257,B,898407,,,,,,,
4095,B,902502,,,,,,,
4095,B,906597,,,,,,,
4096,B,910693,,,,,,,
4104,B,914797,,,,,,,
4251,B,919048,,,,,,,
4249,B,923297,,,,,,,
4120,B,927417,,,,,,,
4246,B,931663,,,,,,,
4241,B,935904,,,,,,,
4214,B,940118,,,,,,,
4205,B,944323,,,,,,,
4144,B,948467,,,,,,,
4146,B,952613,,,,,,,
4200,B,956813,,,,,,,
4153,B,960966,,,,,,,
4195,B,965161,,,,,,,
4177,B,969338,,,,,,,
4189,B,973527,,,,,,,
4195,B,977722,,,,,,,
4191,B,981913,,154,87,,,,
4194,A,986107,,,,,,,
,,990302,,,,,,,
,,994497,,,,,,,
4197,A,998694,,,,,,,
,,1002894,,,,,,,
,,1007099,,,,,,,
4206,A,1011305,,,,,,,
4212,A,1015517,,,,,,,
,,1019731,,,,,,,
4219,A,1023950,,,,,,,
4224,A,1028174,,,,,,,
,,1032415,,,,,,,
4241,A,1036656,,,,,,,
,,1040902,,,,,,,
4249,A,1045151,,,,,,,
,,1049400,,,,,,,
,,1053651,,,,,,,
4252,A,1057903,,,,,,,
4253,A,1062156,,,,,,,
4253,A,1066409,,,,,,,
4254,A,1070663,,,,,,,
,,1074920,,,,,,,
4263,A,1079183,,,,,,,
,,1083451,,,,,,,
4285,A,1087736,,,,,,,
4286,A,1092022,,,,,,,
4290,A,1096312,,,,,,,
,,1100602,,,,,,,
,,1104893,,,,,,,
,,1109193,,,,,,,
,,1113497,,,,,,,
4304,A,1117801,,,,,,,
,,1122107,,,,,,,
4308,A,1126415,,,,,,,
4308,A,1130723,,,,,,,
,,1135034,,,,,,,
,,1139352,,,,,,,
4321,A,1143673,,,,,,,
,,1147998,,,,,,,
4326,B,1152324,,,,,,,
4326,A,1156650,,,,,,,
4327,B,1160977,,,,,,,
4333,B,1165310,,,,,,,
4336,A,1169646,,,,,,,
4338,B,1173984,,,,,,,
4341,B,1178325,,,,,,,
4342,A,1182667,,,,,,,
4345,A,1187012,,,,,,,
4354,A,1191366,,,,,,,
4355,B,1195721,,,,,,,
4358,A,1200079,,,,,,,
4360,B,1204439,,,,,,,
4360,A,1208799,,,,,,,
4370,B,1213169,,,,,,,
4379,B,1217548,,,,,,,
4382,B,1221930,,,,,,,
4391,B,1226321,,,,,,,
4397,B,1230718,,,,,,,
4400,A,1235118,,,,,,,
4406,B,1239524,,,,,,,
4410,B,1243934,,,,,,,
4412,A,1248346,,,,,,,
4417,B,1252763,,,,,,,
4431,B,1257194,,,,,,,
4432,B,1261626,,,,,,,
4442,A,1266068,,,,,,,
4443,B,1270511,,,,,,,
4443,A,1274954,,,,,,,
4458,A,1279412,,,,,,,
4459,A,1283871,,,,,,,
4464,A,1288335,,,,,,,
4475,A,1292810,,,,,,,
4475,B,1297285,,,,,,,
4479,B,1301764,,,,,,,
4480,B,1306244,,,,,,,
4482,B,1310726,,,,,,,
4492,A,1315218,,,,,,,
4500,A,1319718,,,,,,,
4501,A,1324219,,,,,,,
4512,B,1328731,,,,,,,
4514,B,1333245,,,,,,,
4516,A,1337761,,,,,,,
4519,B,1342280,,,,,,,
4524,B,1346804,,,,,,,
4531,A,1351335,,,,,,,
4535,A,1355870,,,,,,,
4536,B,1360406,,,,,,,
4538,B,1364944,,,,,,,
4567,A,1369511,,,,,,,
4575,A,1374086,,,,,,,
4580,A,1378666,,,,,,,
4581,A,1383247,,,,,,,
4585,B,1387832,,,,,,,
4586,A,1392418,,,,,,,
4600,B,1397018,,,,,,,
4602,B,1401620,,,,,,,
4608,B,1406228,,,,,,,
4610,B,1410838,,,,,,,
4626,A,1415464,,,,,,,
4627,B,1420091,,,,,,,
4633,A,1424724,,,,,,,
4633,A,1429357,,,,,,,
4635,A,1433992,,,,,,,
4638,B,1438630,,,,,,,
4639,A,1443269,,,,,,,
4641,A,1447910,,,,,,,
4641,A,1452551,,,,,,,
4645,A,1457196,,,,,,,
4651,A,1461847,,,,,,,
4687,A,1466534,,,,,,,
4690,A,1471224,,,,,,,
4695,A,1475919,,,,,,,
4698,A,1480617,,,,,,,
4702,B,1485319,,,,,,,
4705,B,1490024,,,,,,,
4713,B,1494737,,,,,,,
4728,A,1499465,,,,,,,
4733,B,1504198,,,,,,,
4739,A,1508937,,,,,,,
4752,A,1513689,,,,,,,
4752,A,1518441,,,,,,,
4754,B,1523195,,,,,,,
4762,B,1527957,,,,,,,
4770,A,1532727,,,,,,,
4770,A,1537497,,,,,,,
4771,A,1542268,,,,,,,
4773,A,1547041,,,,,,,
4773,A,1551814,,,,,,,
4780,B,1556594,,,,,,,
4784,B,1561378,,,,,,,
4795,B,1566173,,,,,,,
4805,B,1570978,,,,,,,
4806,A,1575784,,,,,,,
4807,B,1580591,,,,,,,
4810,B,1585401,,,,,,,
4813,A,1590214,,,,,,,
4815,B,1595029,,,,,,,
4822,A,1599851,,,,,,,
4824,B,1604675,,,,,,,
4833,A,1609508,,,,,,,
4834,B,1614342,,,,,,,
4837,A,1619179,,,,,,,
4840,B,1624019,,,,,,,
4845,B,1628864,,,,,,,
4845,B,1633709,,,,,,,
4851,B,1638560,,,,,,,
4854,A,1643414,,,,,,,
4856,B,1648270,,,,,,,
4858,B,1653128,,,,,,,
4858,A,1657986,,,,,,,
4863,B,1662849,,,,,,,
4865,B,1667714,,,,,,,
4892,B,1672606,,,,,,,
4897,B,1677503,,,,,,,
4900,B,1682403,,,,,,,
4905,A,1687308,,,,,,,
4914,A,1692222,,,,,,,
4915,A,1697137,,,,,,,
4925,B,1702062,,,,,,,
4932,A,1706994,,,,,,,
4932,A,1711926,,,,,,,
4943,B,1716869,,,,,,,
4944,B,1721813,,,,,,,
4950,A,1726763,,,,,,,
4955,A,1731718,,,,,,,
4957,A,1736675,,,,,,,
4959,B,1741634,,,,,,,
4963,A,1746597,,,,,,,
4972,B,1751569,,,,,,,
4975,A,1756544,,,,,,,
4982,A,1761526,,,,,,,
4988,A,1766514,,,,,,,
4996,A,1771510,,,,,,,
4997,A,1776507,,,,,,,
4999,B,1781506,,,,,,,
5002,A,1786508,,,,,,,
5003,B,1791511,,,,,,,
5005,B,1796516,,,,,,,
5008,A,1801524,,,,,,,
5010,A,1806534,,,,,,,
5020,B,1811554,,,,,,,
5021,A,1816575,,,,,,,
5026,A,1821601,,,,,,,
5028,A,1826629,,,,,,,
5036,A,1831665,,,,,,,
5037,A,1836702,,,,,,,
5043,A,1841745,,,,,,,
5043,B,1846788,,,,,,,
5048,A,1851836,,,,,,,
5056,B,1856892,,,,,,,
5058,B,1861950,,,,,,,
5060,B,1867010,,,,,,,
5065,B,1872075,,,,,,,
5068,B,1877143,,,,,,,
5069,A,1882212,,,,,,,
5077,A,1887289,,,,,,,
5081,B,1892370,,,,,,,
5082,B,1897452,,,,,,,
